Type,Number,CD,Street Name,Cross Street 1,Cross Street 2,Parking Restrictions,Petition Validation,Parking Study,Date Established,Date Posted,Last Action,Data Entered By,Council File Number
PPD,20,11,West 98th Street,Isis Avenue,Atwell Place,No Parking 11PM - 6AM Fri. & Sat. Nightly; Vehicles with District No. 20 Permits Exempt,75%,85%,3/1/2016,11/19/1985,Establishment,JH,
PPD,20,11,West 98th Street,Atwell Place,Hindry Avenue,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,20,11,West 99th Place,W 99th Street,Hindry Avenue,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,20,11,West 99th Street,Isis Avenue,Hindry Avenue,N/A,75%,85%,3/1/2016,-,-,JH,
PPD,21,5,Bentley Avenue,Olympic Boulevard,Mississippi Avenue,N/A,75%,85%,3/1/2016,-,-,SM,86-1177
PPD,21,5,Bentley Avenue,Mississippi Avenue,La Grange Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Bentley Avenue,La Grange Avenue,Missouri Avenue,2 Hr. Parking 8AM - 6PM Mon. - Sat.; No Parking All Other Times; Vehicles with District No. 21 Permits Exempt,75%,85%,3/1/2016,06/23/1986,Establishment,SM,
PPD,21,5,Bentley Avenue,Missouri Avenue,Alley S of Santa Monica Boulevard,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Camden Avenue,Olympic Boulevard,Mississippi Avenue,2 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 21 Permits Exempt,75%,85%,3/1/2016,06/23/1986,Establishment,SM,
PPD,21,5,Camden Avenue,Mississippi Avenue,La Grange Avenue,2 Hr. Parking 8AM - 6PM Mon. - Sat.; No Parking All Other Times; Vehicles with District No. 21 Permits Exempt,75%,85%,3/1/2016,06/23/1986,Establishment,SM,
PPD,21,5,Camden Avenue,La Grange Avenue,Missouri Avenue,2 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 21 Permits Exempt,75%,85%,3/1/2016,06/23/1986,Establishment,SM,
PPD,21,5,Camden Avenue,Missouri Avenue,Alley S of Santa Monica Boulevard,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Glendon Avenue,Olympic Boulevard,Mississippi Avenue,2 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 21 Permits Exempt,75%,85%,3/1/2016,06/23/1986,Establishment,SM,
PPD,21,5,Glendon Avenue,Mississippi Avenue,La Grange Avenue,2 Hr. Parking 8AM - 6PM Mon. - Sat.; No Parking All Other Times; Vehicles with District No. 21 Permits Exempt,75%,85%,3/1/2016,06/23/1986,Establishment,SM,
PPD,21,5,Glendon Avenue,La Grange Avenue,Missouri Avenue,2 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 21 Permits Exempt,75%,85%,3/1/2016,06/23/1986,Establishment,SM,
PPD,21,5,Glendon Avenue,Missouri Avenue,Alley S of Santa Monica Boulevard,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Greenfield Avenue,Olympic Boulevard,Mississippi Avenue,2 Hr. Parking 8AM - 6PM Mon. - Sat.; No Parking All Other Times; Vehicles with District No. 21 Permits Exempt,75%,85%,3/1/2016,04/18/2003,Fill-In,SM,
PPD,21,5,Greenfield Avenue,Mississippi Avenue,La Grange Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Greenfield Avenue,La Grange Avenue,Missouri Avenue,2 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 21 Permits Exempt,75%,85%,3/1/2016,09/22/2004,Fill-In,SM,
PPD,21,5,Greenfield Avenue,Missouri Avenue,Alley S of Santa Monica Boulevard,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Kelton Avenue,Olympic Boulevard,Mississippi Avenue,2 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 21 Permits Exempt,75%,85%,3/1/2016,06/23/1986,Establishment,SM,
PPD,21,5,Kelton Avenue,Mississippi Avenue,La Grange Avenue,2 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 21 Permits Exempt,75%,85%,3/1/2016,06/23/1986,Establishment,SM,
PPD,21,5,Kelton Avenue,La Grange Avenue,Missouri Avenue,2 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 21 Permits Exempt,75%,85%,3/1/2016,06/23/1986,Establishment,SM,
PPD,21,5,Kelton Avenue,Missouri Avenue,Alley S of Santa Monica Boulevard,2 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 21 Permits Exempt,75%,85%,3/1/2016,06/12/2003,Fill-In,SM,
PPD,21,5,La Grange Avenue,Prosser Avenue,Parnell Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,La Grange Avenue,Parnell Avenue,Manning Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,La Grange Avenue,Manning Avenue,Pelham Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,La Grange Avenue,Pelham Avenue,Overland Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,La Grange Avenue,Overland Avenue,Selby Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,La Grange Avenue,Selby Avenue,Malcolm Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,La Grange Avenue,Malcolm Avenue,Glendon Avenue,2 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 21 Permits Exempt,75%,85%,3/1/2016,06/23/1986,Establishment,SM,
PPD,21,5,La Grange Avenue,Glendon Avenue,Westwood Boulevard,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,La Grange Avenue,Westwood Boulevard,Midvale Avenue,1 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 21 Permits Exempt (Posted on Residential Portion),75%,85%,3/1/2016,06/23/1986,Establishment,SM,
PPD,21,5,La Grange Avenue,Midvale Avenue,Kelton Avenue,2 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 21 Permits Exempt,75%,85%,3/1/2016,06/23/1986,Establishment,SM,
PPD,21,5,La Grange Avenue,Kelton Avenue,Veteran Avenue,2 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 21 Permits Exempt,75%,85%,3/1/2016,06/23/1986,Establishment,SM,
PPD,21,5,La Grange Avenue,Veteran Avenue,Greenfield Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,La Grange Avenue,Greenfield Avenue,Camden Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,La Grange Avenue,Camden Avenue,Bentley Avenue,2 Hr. Parking 8AM - 6PM Mon. - Sat.; No Parking All Other Times; Vehicles with District No. 21 Permits Exempt,75%,85%,3/1/2016,09/06/2003,Fill-In,SM,
PPD,21,5,La Grange Avenue,Bentley Avenue,Sepulveda Boulevard,2 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 21 Permits Exempt (Posted on Residential Portion),75%,85%,3/1/2016,06/23/1986,Establishment,SM,
PPD,21,5,Malcolm Avenue,Olympic Boulevard,Mississippi Avenue,2 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 21 Permits Exempt,75%,85%,3/1/2016,06/23/1986,Establishment,SM,
PPD,21,5,Malcolm Avenue,Mississippi Avenue,La Grange Avenue,2 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 21 Permits Exempt,75%,85%,3/1/2016,06/23/1986,Establishment,SM,
PPD,21,5,Malcolm Avenue,La Grange Avenue,Missouri Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Malcolm Avenue,Missouri Avenue,Alley S of Santa Monica Boulevard,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Manning Avenue,Olympic Boulevard,Mississippi Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Manning Avenue,Mississippi Avenue,La Grange Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Manning Avenue,La Grange Avenue,Missouri Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Manning Avenue,Missouri Avenue,Alley S of Santa Monica Boulevard,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Midvale Avenue,Olympic Boulevard,Mississippi Avenue,2 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 21 Permits Exempt,75%,85%,3/1/2016,06/23/1986,Establishment,SM,
PPD,21,5,Midvale Avenue,Mississippi Avenue,La Grange Avenue,2 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 21 Permits Exempt,75%,85%,3/1/2016,06/23/1986,Establishment,SM,
PPD,21,5,Midvale Avenue,La Grange Avenue,Missouri Avenue,2 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 21 Permits Exempt,75%,85%,3/1/2016,06/23/1986,Establishment,SM,
PPD,21,5,Midvale Avenue,Missouri Avenue,Alley S of Santa Monica Boulevard,2 Hr. Parking 8AM - 6PM Mon. - Sat.; No Parking All Other Times; Vehicles with District No. 21 Permits Exempt,75%,85%,3/1/2016,06/23/1986,Establishment,SM,
PPD,21,5,Mississippi Avenue,Prosser Avenue,Parnell Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Mississippi Avenue,Parnell Avenue,Manning Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Mississippi Avenue,Manning Avenue,Pelham Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Mississippi Avenue,Pelham Avenue,Overland Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Mississippi Avenue,Overland Avenue,Selby Avenue,2 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 21 Permits Exempt (Posted on Residential Portion),75%,85%,3/1/2016,08/29/2003,Fill-In,SM,
PPD,21,5,Mississippi Avenue,Selby Avenue,Malcolm Avenue,2 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 21 Permits Exempt,75%,85%,3/1/2016,06/23/1986,Establishment,SM,
PPD,21,5,Mississippi Avenue,Malcolm Avenue,Glendon Avenue,2 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 21 Permits Exempt,75%,85%,3/1/2016,06/23/1986,Establishment,SM,
PPD,21,5,Mississippi Avenue,Glendon Avenue,Westwood Boulevard,2 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 21 Permits Exempt (Posted on Residential Portion),75%,85%,3/1/2016,06/23/1986,Establishment,SM,
PPD,21,5,Mississippi Avenue,Westwood Boulevard,Midvale Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Mississippi Avenue,Midvale Avenue,Kelton Avenue,2 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 21 Permits Exempt,75%,85%,3/1/2016,06/23/1986,Establishment,SM,
PPD,21,5,Mississippi Avenue,Kelton Avenue,Veteran Avenue,2 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 21 Permits Exempt,75%,85%,3/1/2016,07/07/2004,Fill-In,SM,
PPD,21,5,Mississippi Avenue,Veteran Avenue,Greenfield Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Mississippi Avenue,Greenfield Avenue,Camden Avenue,2 Hr. Parking 8AM - 6PM Mon. - Sat.; No Parking All Other Times; Vehicles with District No. 21 Permits Exempt,75%,85%,3/1/2016,06/23/1986,Establishment,SM,
PPD,21,5,Mississippi Avenue,Camden Avenue,Bentley Avenue,2 Hr. Parking 8AM - 6PM Mon. - Sat.; No Parking All Other Times; Vehicles with District No. 21 Permits Exempt,75%,85%,3/1/2016,06/23/1986,Establishment,SM,
PPD,21,5,Mississippi Avenue,Bentley Avenue,Sepulveda Boulevard,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Missouri Avenue,Prosser Avenue,Parnell Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Missouri Avenue,Parnell Avenue,Manning Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Missouri Avenue,Manning Avenue,Pelham Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Missouri Avenue,Pelham Avenue,Overland Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Missouri Avenue,Overland Avenue,Selby Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Missouri Avenue,Selby Avenue,Malcolm Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Missouri Avenue,Malcolm Avenue,Glendon Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Missouri Avenue,Glendon Avenue,Westwood Boulevard,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Missouri Avenue,Westwood Boulevard,Midvale Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Missouri Avenue,Midvale Avenue,Kelton Avenue,2 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 21 Permits Exempt,75%,85%,3/1/2016,06/23/1986,Establishment,SM,
PPD,21,5,Missouri Avenue,Kelton Avenue,Veteran Avenue,2 Hr. Parking 8AM - 6PM Mon. - Sat.; No Parking All Other Times; Vehicles with District No. 21 Permits Exempt,75%,85%,3/1/2016,10/21/2003,Fill-In,SM,
PPD,21,5,Missouri Avenue,Veteran Avenue,Greenfield Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Missouri Avenue,Greenfield Avenue,Camden Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Missouri Avenue,Camden Avenue,Bentley Avenue,2 Hr. Parking 8AM - 6PM Mon. - Sat.; No Parking All Other Times; Vehicles with District No. 21 Permits Exempt,75%,85%,3/1/2016,06/23/1986,Establishment,SM,
PPD,21,5,Missouri Avenue,Bentley Avenue,Sepulveda Boulevard,2 Hr. Parking 8AM - 6PM Mon. - Sat.; No Parking All Other Times; Vehicles with District No. 21 Permits Exempt,75%,85%,3/1/2016,06/23/1986,Establishment,SM,
PPD,21,5,Olympic Boulevard,Prosser Avenue,Parnell Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Olympic Boulevard,Parnell Avenue,Manning Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Olympic Boulevard,Manning Avenue,Pelham Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Olympic Boulevard,Pelham Avenue,Overland Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Olympic Boulevard,Overland Avenue,Selby Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Olympic Boulevard,Selby Avenue,Malcolm Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Olympic Boulevard,Malcolm Avenue,Glendon Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Olympic Boulevard,Glendon Avenue,Westwood Boulevard,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Olympic Boulevard,Westwood Boulevard,Midvale Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Olympic Boulevard,Midvale Avenue,Kelton Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Olympic Boulevard,Kelton Avenue,Veteran Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Olympic Boulevard,Veteran Avenue,Greenfield Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Olympic Boulevard,Greenfield Avenue,Camden Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Olympic Boulevard,Camden Avenue,Bentley Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Olympic Boulevard,Bentley Avenue,Sepulveda Boulevard,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Overland Avenue,Olympic Boulevard,Mississippi Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Overland Avenue,Mississippi Avenue,La Grange Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Overland Avenue,La Grange Avenue,Missouri Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Overland Avenue,Missouri Avenue,Alley S of Santa Monica Boulevard,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Parnell Avenue,Olympic Boulevard,Mississippi Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Parnell Avenue,Mississippi Avenue,La Grange Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Parnell Avenue,La Grange Avenue,Missouri Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Parnell Avenue,Missouri Avenue,Alley S of Santa Monica Boulevard,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Pelham Avenue,Olympic Boulevard,Mississippi Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Pelham Avenue,Mississippi Avenue,La Grange Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Pelham Avenue,La Grange Avenue,Missouri Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Pelham Avenue,Missouri Avenue,Alley S of Santa Monica Boulevard,2 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 21 Permits Exempt,75%,85%,3/1/2016,06/23/1986,Establishment,SM,
PPD,21,5,Prosser Avenue,Olympic Boulevard,Mississippi Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Prosser Avenue,Mississippi Avenue,La Grange Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Prosser Avenue,La Grange Avenue,Missouri Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Prosser Avenue,Missouri Avenue,Alley S of Santa Monica Boulevard,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Selby Avenue,Olympic Boulevard,Mississippi Avenue,2 Hr. Parking 8AM - 6PM Mon. - Sat.; Vehicles with District No. 21 Permits Exempt,75%,85%,3/1/2016,06/23/1986,Establishment,SM,
PPD,21,5,Selby Avenue,Mississippi Avenue,La Grange Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Selby Avenue,La Grange Avenue,Missouri Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Selby Avenue,Missouri Avenue,Alley S of Santa Monica Boulevard,2 Hr. Parking 8AM - 6PM Mon. - Sat.; No Parking All Other Times; Vehicles with District No. 21 Permits Exempt,75%,85%,3/1/2016,06/23/1986,Establishment,SM,
PPD,21,5,Veteran Avenue,Olympic Boulevard,Mississippi Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Veteran Avenue,Mississippi Avenue,La Grange Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Veteran Avenue,La Grange Avenue,Missouri Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Veteran Avenue,Missouri Avenue,Alley S of Santa Monica Boulevard,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Westwood Boulevard,Olympic Boulevard,Mississippi Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Westwood Boulevard,Mississippi Avenue,La Grange Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Westwood Boulevard,La Grange Avenue,Missouri Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,21,5,Westwood Boulevard,Missouri Avenue,Alley S of Santa Monica Boulevard,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,22,5,Barlock Avenue,Bentley Avenue,Tavistock Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,22,5,Barlock Avenue,Tavistock Avenue,Glenroy Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,22,5,Bentley Avenue,Cul-De-Sac S of Cashmere Street,Cashmere Street,No Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 22 Permits Exempt,75%,85%,3/1/2016,07/31/1987,-,SM,
PPD,22,5,Bentley Avenue,Cashmere Street,Montana Avenue,No Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 22 Permits Exempt,75%,85%,3/1/2016,07/31/1987,Establishment,SM,
PPD,22,5,Bentley Avenue,Montana Avenue,Denslow Avenue,2 Hr. Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 22 Permits Exempt,75%,85%,3/1/2016,11/21/2000,Fill-In,SM,
PPD,22,5,Bentley Avenue,Denslow Avenue,Sunset Boulevard,2 Hr. Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 22 Permits Exempt,75%,85%,3/1/2016,11/9/2016,Fill-In,SM,
PPD,22,5,Bronwood Avenue,Glenroy Avenue,Dalkeith Avenue,No Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 22 Permits Exempt,75%,85%,3/1/2016,07/31/1987,Establishment,SM,
PPD,22,5,Bronwood Avenue,Dalkeith Avenue,Thurston Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,22,5,Bronwood Avenue,Thurston Avenue,Sepulveda Boulevard,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,22,5,Cashmere Street,Sepulveda Boulevard,Bentley Avenue,No Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 22 Permits Exempt,75%,85%,3/1/2016,07/31/1987,Establishment,SM,
PPD,22,5,Cashmere Street,Bentley Avenue,Cashmere Terrace,No Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 22 Permits Exempt,75%,85%,3/1/2016,07/31/1987,Establishment,SM,
PPD,22,5,Cashmere Street,Cashmere Terrace,Montana Avenue,No Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 22 Permits Exempt,75%,85%,3/1/2016,07/31/1987,Establishment,SM,
PPD,22,5,Cashmere Street,Montana Avenue,Denslow Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,22,5,Cashmere Street,Denslow Avenue,Tilden Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,22,5,Cashmere Street,Tilden Avenue,Greenfield Avenue,No Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 22 Permits Exempt,75%,85%,3/1/2016,07/31/1987,Establishment,SM,
PPD,22,5,Cashmere Street,Greenfield Avenue,Veteran Avenue,No Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 22 Permits Exempt,75%,85%,3/1/2016,07/31/1987,Establishment,SM,
PPD,22,5,Cashmere Terrace,Denslow Avenue,Cashmere Street,No Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 22 Permits Exempt,75%,85%,3/1/2016,07/31/1987,Establishment,SM,
PPD,22,5,Dalkeith Avenue,Glenroy Avenue,Thurston Avenue,No Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 22 Permits Exempt,75%,85%,3/1/2016,07/31/1987,Establishment,SM,
PPD,22,5,Dalkeith Avenue,Thurston Avenue,Bronwood Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,22,5,Denslow Avenue,S Intersection of Levering Avenue,Cashmere Terrace,No Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 22 Permits Exempt,75%,85%,3/1/2016,07/31/1987,Establishment,SM,
PPD,22,5,Denslow Avenue,Cashmere Terrace,N Intersection of Levering Avenue,2 Hr. Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 22 Permits Exempt,75%,85%,3/1/2016,07/31/1987,Establishment,SM,
PPD,22,5,Denslow Avenue,Cashmere Street,Tilden Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,22,5,Denslow Avenue,Tilden Avenue,Bentley Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,22,5,Glenroy Avenue,Dalkeith Avenue,Bronwood Avenue,No Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 22 Permits Exempt,75%,85%,3/1/2016,07/31/1987,Establishment,SM,
PPD,22,5,Glenroy Avenue,Bronwood Avenue,Tavistock Avenue,No Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 22 Permits Exempt,75%,85%,3/1/2016,07/31/1987,Establishment,SM,
PPD,22,5,Glenroy Avenue,Tavistock Avenue,Barlock Avenue,No Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 22 Permits Exempt,75%,85%,3/1/2016,07/31/1987,Establishment,SM,
PPD,22,5,Glenroy Avenue,Barlock Avenue,Sunset Boulevard,No Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 22 Permits Exempt,75%,85%,3/1/2016,07/31/1987,Establishment,SM,
PPD,22,5,Greenfield Avenue,Cashmere Street,Sunset Boulevard,No Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 22 Permits Exempt,75%,85%,3/1/2016,07/31/1987,Establishment,SM,
PPD,22,5,Groverton Place,Sunset Boulevard,Cul-De-Sac N of Sunset Boulevard,No Parking Anytime; Vehicles with District No. 22 Permits Exempt,75%,85%,3/1/2016,07/31/1987,Establishment,SM,
PPD,22,5,Homedale Street,Sepulveda Boulevard,S Intersection of Thurston Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,22,5,Homedale Street,S Intersection of Thurston Avenue,N Intersection of Thurston Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,22,5,Levering Avenue,Veteran Avenue,Denslow Avenue,No Parking Anytime; Vehicles with District No. 22 Permits Exempt,75%,85%,3/1/2016,07/31/1987,Establishment,SM,
PPD,22,5,Levering Avenue,Denslow Avenue,Ophir Drive,No Parking 12AM - 8AM; 2 Hr. Parking 8AM - 12AM; Vehicles with District No. 22 Permits Exempt,75%,85%,3/1/2016,07/31/1987,Establishment,SM,
PPD,22,5,Levering Avenue,Ophir Drive,Montana Avenue,No Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 22 Permits Exempt,75%,85%,3/1/2016,07/31/1987,Establishment,SM,
PPD,22,5,Montana Avenue,Veteran Avenue,Tilden Avenue,"Peak Hour Restrictions, No Exemptions; No Parking All Other Times; Vehicles with District No. 22 Permits Exempt",75%,85%,3/1/2016,07/31/1987,Establishment,SM,
PPD,22,5,Montana Avenue,Tilden Avenue,Levering Avenue,No Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 22 Permits Exempt,75%,85%,3/1/2016,07/31/1987,Establishment,SM,
PPD,22,5,Montana Avenue,Levering Avenue,Cashmere Street,No Parking 8AM - 6PM Mon. - Fri.; Vehicles with District No. 22 Permits Exempt,75%,85%,3/1/2016,07/31/1987,Establishment,SM,
PPD,22,5,Montana Avenue,Cashmere Street,Bentley Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,22,5,Montana Avenue,Bentley Avenue,Glenroy Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,22,5,Montana Avenue,Glenroy Avenue,Sepulveda Boulevard,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,22,5,Ophir Drive,Veteran Avenue,Levering Avenue,No Parking Anytime; Vehicles with District No. 22 Permits Exempt,75%,85%,3/1/2016,07/31/1987,Establishment,SM,
PPD,22,5,Sepulveda Boulevard,City of Los Angeles Boundary,Cashmere Street,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,22,5,Sepulveda Boulevard,Cashmere Street,Montana Avenue,N/A,75%,85%,3/1/2016,-,-,SM,
PPD,22,5,Sepulveda Boulevard,Montana Avenue,Homedale Street,N/A,75%,85%,3/1/2016,-,-,SM,
